KeywordID,ActionKey
4207,Contract.ContractOperation.DsGuarantee.New                                                                                                                                                                                                                
4208,Contract.ContractOperation.DsProject.List                                                                                                                                                                                                                 
4209,Contract.ContractOperation.DsSettlement.List                                                                                                                                                                                                              
4210,Contract.ContractOperation.DsSettlement.New                                                                                                                                                                                                               
4211,Contract.ContractOperation.DsStatus.List                                                                                                                                                                                                                  
4212,Contract.ContractOperation.DsStatus.New                                                                                                                                                                                                                   
4213,Contract.ContractOperation.DsTender.List                                                                                                                                                                                                                  
4214,Contract.ContractOperation.DsTender.New                                                                                                                                                                                                                   
4215,Contract.ContractOperation.DsWorkshop.List                                                                                                                                                                                                                
4216,Contract.ContractOperation.DummyEntity.ShowFrmContractPriceList                                                                                                                                                                                           
4217,Contract.ContractOperation.DummyEntity.ShowReview                                                                                                                                                                                                         
4218,Contract.ContractOperation.DummyEntity.ShowReview_OwnerShip                                                                                                                                                                                               
4219,Distribution.BasicData.DsProductSaleLine.List                                                                                                                                                                                                             
4220,Distribution.BasicData.DsProductSaleLine.New                                                                                                                                                                                                              
4221,Distribution.BasicData.DsSalesLimit.List                                                                                                                                                                                                                  
4222,Distribution.BasicData.DsSalesLimit.New                                                                                                                                                                                                                   
4223,Distribution.BasicData.DsSaleTypeConstraint.List                                                                                                                                                                                                          
4224,Distribution.BasicData.DsSaleTypeConstraint.New                                                                                                                                                                                                           
4225,Distribution.BasicData.DsUnexecutedActReason.List                                                                                                                                                                                                         
4226,Distribution.BasicData.DsUnexecutedActReason.New                                                                                                                                                                                                          
4227,Distribution.BasicData.DummyEntity.AreaAndPathTree                                                                                                                                                                                                        
4228,Distribution.DistributionOperation.DsColdDistribution.List                                                                                                                                                                                                
4229,Distribution.DistributionOperation.DsColdDistribution.New                                                                                                                                                                                                 
4230,Distribution.DistributionOperation.DsDebtCollectionList.List                                                                                                                                                                                              
4231,Distribution.DistributionOperation.DsDebtCollectionList.New                                                                                                                                                                                               
4232,Distribution.DistributionOperation.DsHotDistribution.List                                                                                                                                                                                                 
4233,Distribution.DistributionOperation.DsHotDistribution.New                                                                                                                                                                                                  
4234,Distribution.OrderOperations.DsOrder.List                                                                                                                                                                                                                 
4235,Distribution.OrderOperations.DsOrder.New                                                                                                                                                                                                                  
4236,Distribution.OrderOperations.DsOrderingFailure.List                                                                                                                                                                                                       
4237,Distribution.OrderOperations.DsOrderingFailure.New                                                                                                                                                                                                        
4238,Distribution.OrderOperations.DsReturnOrder.List                                                                                                                                                                                                           
4239,Distribution.OrderOperations.DsReturnOrder.New                                                                                                                                                                                                            
4240,Distribution.OrderOperations.DsReturnReason.List                                                                                                                                                                                                          
4241,Distribution.OrderOperations.DsReturnReason.New                                                                                                                                                                                                           
4242,Distribution.OrderOperations.DummyEntity.OrderingScheduling                                                                                                                                                                                               
4243,Distribution.OrderOperations.Review                                                                                                                                                                                                                       
4244,FixedAsset.AssetManagement.Asset.List                                                                                                                                                                                                                     
4245,FixedAsset.AssetManagement.DepreciationSummary.List                                                                                                                                                                                                       
4246,FixedAsset.AssetManagement.DsAcquisitionReceipt.List                                                                                                                                                                                                      
4247,FixedAsset.AssetManagement.DsAcquisitionReceipt.New                                                                                                                                                                                                       
4248,FixedAsset.AssetManagement.DsChangeDepreciationMethod.List                                                                                                                                                                                                
4249,FixedAsset.AssetManagement.DsChangeDepreciationMethod.New                                                                                                                                                                                                 
4250,FixedAsset.AssetManagement.DsElimination.List                                                                                                                                                                                                             
4251,FixedAsset.AssetManagement.DsElimination.New                                                                                                                                                                                                              
4252,FixedAsset.AssetManagement.DsRepair.List                                                                                                                                                                                                                  
4253,FixedAsset.AssetManagement.DsRepair.New                                                                                                                                                                                                                   
4254,FixedAsset.AssetManagement.DsSale.List                                                                                                                                                                                                                    
4255,FixedAsset.AssetManagement.DsSale.New                                                                                                                                                                                                                     
4256,FixedAsset.AssetManagement.DsSalvage.List                                                                                                                                                                                                                 
4257,FixedAsset.AssetManagement.DsSalvage.New                                                                                                                                                                                                                  
4258,FixedAsset.AssetManagement.DsTransfer.List                                                                                                                                                                                                                
4259,FixedAsset.AssetManagement.DsTransfer.New                                                                                                                                                                                                                 
4260,FixedAsset.AssetManagement.DsUnuseable.List                                                                                                                                                                                                               
4261,FixedAsset.AssetManagement.DsUseable.List                                                                                                                                                                                                                 
4262,FixedAsset.AssetManagement.Establishment                                                                                                                                                                                                                  
4263,FixedAsset.AssetManagement.Review                                                                                                                                                                                                                         
4264,FixedAsset.BasicData.AssetClass.ShowGroupClassTree                                                                                                                                                                                                        
4265,FixedAsset.BasicData.Emplacement.ShowEmplacementTree                                                                                                                                                                                                      
4266,Framework.FiscalYearManagement.DsClosingOperation.ClosingOperationFrom                                                                                                                                                                                    
4267,Framework.FiscalYearManagement.DsFiscalYear.List                                                                                                                                                                                                          
4268,Framework.FiscalYearManagement.DsFiscalYear.New                                                                                                                                                                                                           
4269,Framework.ImportExportManagement.DummyEntity.ExportData                                                                                                                                                                                                   
4270,Framework.ImportExportManagement.DummyEntity.ImportData                                                                                                                                                                                                   
4271,Framework.ReportGenerator.DummyEntity.DynamicReportGenerator                                                                                                                                                                                              
4272,Framework.ReportGenerator.DummyEntity.ReportGenerator                                                                                                                                                                                                     
4273,Framework.Security.DsUser.List                                                                                                                                                                                                                            
4274,Framework.Security.DsUser.New                                                                                                                                                                                                                             
4275,General.BackupManagement.DsBackup.New                                                                                                                                                                                                                     
4276,General.BasicData.DsDevice.List                                                                                                                                                                                                                           
4277,General.BasicData.DsDevice.New                                                                                                                                                                                                                            
4278,General.BasicData.DsTruck.List                                                                                                                                                                                                                            
4279,General.BasicData.DsTruck.New                                                                                                                                                                                                                             
4280,General.BillManagement.DsBill.List                                                                                                                                                                                                                        
4281,General.BillManagement.DsBill.New                                                                                                                                                                                                                         
4282,General.CostCenter.DsCostCenter.List                                                                                                                                                                                                                      
4283,General.CostCenter.DsCostCenter.New                                                                                                                                                                                                                       
4284,General.CurrencyManagement.DsCurrency.List                                                                                                                                                                                                                
4285,General.CurrencyManagement.DsCurrency.New                                                                                                                                                                                                                 
4286,General.CurrencyManagement.DsCurrencyExchangeRate.List                                                                                                                                                                                                    
4287,General.CurrencyManagement.DsCurrencyExchangeRate.New                                                                                                                                                                                                     
4288,General.DebitCreditNoteManagement.DsDebitCreditNote.List                                                                                                                                                                                                  
4289,General.DebitCreditNoteManagement.DsDebitCreditNote.New                                                                                                                                                                                                   
4290,General.MarketingDisketteManagement.DsMarketingDiskette.List                                                                                                                                                                                              
4291,General.MarketingDisketteManagement.DsMarketingDiskette.New                                                                                                                                                                                               
4292,General.MarketingDisketteManagement.DsMarketingDiskette1396.List                                                                                                                                                                                          
4293,General.MarketingDisketteManagement.DsMarketingDiskette1396.New                                                                                                                                                                                           
4294,General.PartyManagement.DsParty.List                                                                                                                                                                                                                      
4295,General.PartyManagement.DsParty.New                                                                                                                                                                                                                       
4296,General.ShredManagement.DsShred.List                                                                                                                                                                                                                      
4297,General.ShredManagement.DsShred.New                                                                                                                                                                                                                       
4298,General.ShredManagement.DummyEntity.PersonnelLoanShredList                                                                                                                                                                                                
4299,General.SystemWorkflow.DummyEntity.SystemWorkflow                                                                                                                                                                                                         
4300,General.ToDoList.DummyEntity.ManagementReports                                                                                                                                                                                                            
4301,General.ToDoList.DummyEntity.ToDoList                                                                                                                                                                                                                     
4302,General.VatManagement.DsVat.List                                                                                                                                                                                                                          
4303,General.VatManagement.DsVat.New                                                                                                                                                                                                                           
4304,Inventory.InventoryCommon.DsAssetPurchaseInvoice.List                                                                                                                                                                                                     
4305,Inventory.InventoryCommon.DsAssetPurchaseInvoice.New                                                                                                                                                                                                      
4306,Inventory.InventoryCommon.DsServiceInventoryPurchaseInvoice.List                                                                                                                                                                                          
4307,Inventory.InventoryCommon.DsServiceInventoryPurchaseInvoice.New                                                                                                                                                                                           
4308,Inventory.InventoryOperations.DsInventoryBalancing.List                                                                                                                                                                                                   
4309,Inventory.InventoryOperations.DsInventoryBalancing.New                                                                                                                                                                                                    
4310,Inventory.InventoryOperations.DsInventoryDelivery.List                                                                                                                                                                                                    
4311,Inventory.InventoryOperations.DsInventoryDelivery.New                                                                                                                                                                                                     
4312,Inventory.InventoryOperations.DsInventoryDeliveryReturn.List                                                                                                                                                                                              
4313,Inventory.InventoryOperations.DsInventoryDeliveryReturn.New                                                                                                                                                                                               
4314,Inventory.InventoryOperations.DsInventoryPricing.List                                                                                                                                                                                                     
4315,Inventory.InventoryOperations.DsInventoryPricing.New                                                                                                                                                                                                      
4316,Inventory.InventoryOperations.DsInventoryPurchaseInvoice.List                                                                                                                                                                                             
4317,Inventory.InventoryOperations.DsInventoryPurchaseInvoice.New                                                                                                                                                                                              
4318,Inventory.InventoryOperations.DsInventoryReceipt.List                                                                                                                                                                                                     
4319,Inventory.InventoryOperations.DsInventoryReceipt.New                                                                                                                                                                                                      
4320,Inventory.InventoryOperations.DsInventoryReceiptReturn.List                                                                                                                                                                                               
4321,Inventory.InventoryOperations.DsInventoryReceiptReturn.New                                                                                                                                                                                                
4322,Inventory.InventoryOperations.DummyEntity.InventoryPriceReview                                                                                                                                                                                            
4323,Inventory.InventoryOperations.DummyEntity.ItemCardex                                                                                                                                                                                                      
4324,Inventory.InventoryOperations.DummyEntity.ProductionPricing                                                                                                                                                                                               
4325,Inventory.ItemManagement.DsItem.List                                                                                                                                                                                                                      
4326,Inventory.ItemManagement.DsItem.New                                                                                                                                                                                                                       
4327,Inventory.ItemManagement.ItemPropertyDefine                                                                                                                                                                                                               
4328,Inventory.ItemManagement.VoucherItemTrackingSearch                                                                                                                                                                                                        
4329,Inventory.StockManagement.DsStock.List                                                                                                                                                                                                                    
4330,Inventory.StockManagement.DsStock.New                                                                                                                                                                                                                     
4331,Inventory.UnitManagement.DsUnit.List                                                                                                                                                                                                                      
4332,Inventory.UnitManagement.DsUnit.New                                                                                                                                                                                                                       
4333,Inventory.WeighbridgeManagement.DsInventoryWeighing.List                                                                                                                                                                                                  
4334,Inventory.WeighbridgeManagement.DsInventoryWeighing.New                                                                                                                                                                                                   
4335,Payroll.BasicData.DsBranch.New                                                                                                                                                                                                                            
4336,Payroll.BasicData.DsElement.List                                                                                                                                                                                                                          
4337,Payroll.BasicData.DsElement.New                                                                                                                                                                                                                           
4338,Payroll.BasicData.DsJob.List                                                                                                                                                                                                                              
4339,Payroll.BasicData.DsJob.New                                                                                                                                                                                                                               
4340,Payroll.BasicData.DsLoan.List                                                                                                                                                                                                                             
4341,Payroll.BasicData.DsLoan.New                                                                                                                                                                                                                              
4342,Payroll.BasicData.DsTaxTable.List                                                                                                                                                                                                                         
4343,Payroll.BasicData.DsTaxTable.New                                                                                                                                                                                                                          
4344,Payroll.BasicData.DsWorksite.List                                                                                                                                                                                                                         
4345,Payroll.BasicData.DsWorksite.New                                                                                                                                                                                                                          
4346,Payroll.BasicData.DummyEntity.ElementControl                                                                                                                                                                                                              
4347,Payroll.ContractManagement.DsContract.List                                                                                                                                                                                                                
4348,Payroll.ContractManagement.DsContract.New                                                                                                                                                                                                                 
4349,Payroll.ContractManagement.DsPersonnelInitiate.List                                                                                                                                                                                                       
4350,Payroll.ContractManagement.DsPersonnelInitiate.New                                                                                                                                                                                                        
4351,Payroll.PayrollOperation.DsMonthlyData.New                                                                                                                                                                                                                
4352,Payroll.PayrollOperation.DsSettlement.New                                                                                                                                                                                                                 
4353,Payroll.PayrollOperation.DummyEntity.BankDisk                                                                                                                                                                                                             
4354,Payroll.PayrollOperation.DummyEntity.Calculation                                                                                                                                                                                                          
4355,Payroll.PayrollOperation.DummyEntity.EditLeave                                                                                                                                                                                                            
4356,Payroll.PayrollOperation.DummyEntity.InsuranceDisk                                                                                                                                                                                                        
4357,Payroll.PayrollOperation.DummyEntity.PayrollLists                                                                                                                                                                                                         
4358,Payroll.PayrollOperation.DummyEntity.PayrollReview                                                                                                                                                                                                        
4359,Payroll.PayrollOperation.DummyEntity.TaxDisk                                                                                                                                                                                                              
4360,ReceiptAndPayment.BankReconciliation.DsBankBill.List                                                                                                                                                                                                      
4361,ReceiptAndPayment.BankReconciliation.DsBankBill.New                                                                                                                                                                                                       
4362,ReceiptAndPayment.BankReconciliation.DsReconciliation.List                                                                                                                                                                                                
4363,ReceiptAndPayment.BankReconciliation.DsReconciliation.New                                                                                                                                                                                                 
4364,ReceiptAndPayment.BasicData.DsBankAccount.List                                                                                                                                                                                                            
4365,ReceiptAndPayment.BasicData.DsBankAccount.New                                                                                                                                                                                                             
4366,ReceiptAndPayment.BasicData.DsCash.List                                                                                                                                                                                                                   
4367,ReceiptAndPayment.BasicData.DsCash.New                                                                                                                                                                                                                    
4368,ReceiptAndPayment.BasicData.DsChequeBook.List                                                                                                                                                                                                             
4369,ReceiptAndPayment.BasicData.DsChequeBook.New                                                                                                                                                                                                              
4373,ReceiptAndPayment.BasicData.DsPettyCash.List                                                                                                                                                                                                              
4372,ReceiptAndPayment.BasicData.DsPettyCash.New                                                                                                                                                                                                               
4370,ReceiptAndPayment.BasicData.DsPos.List                                                                                                                                                                                                                    
4371,ReceiptAndPayment.BasicData.DsPos.New                                                                                                                                                                                                                     
4374,ReceiptAndPayment.PartySettlementManagement.DsPartyAccountSettlement.List                                                                                                                                                                                 
4375,ReceiptAndPayment.PartySettlementManagement.DsPartyAccountSettlement.New                                                                                                                                                                                  
4377,ReceiptAndPayment.PartySettlementManagement.DsPettyCashBill.List                                                                                                                                                                                          
4376,ReceiptAndPayment.PartySettlementManagement.DsPettyCashBill.New                                                                                                                                                                                           
4378,ReceiptAndPayment.PaymentManagement.DsPayment.List                                                                                                                                                                                                        
4379,ReceiptAndPayment.PaymentManagement.DsPayment.New                                                                                                                                                                                                         
4380,ReceiptAndPayment.PaymentManagement.DsPaymentChequeBanking.List                                                                                                                                                                                           
4381,ReceiptAndPayment.PaymentManagement.DsPaymentChequeBanking.New                                                                                                                                                                                            
4382,ReceiptAndPayment.PaymentManagement.DsRefundCheque.List                                                                                                                                                                                                   
4383,ReceiptAndPayment.PaymentManagement.DsRefundCheque.New                                                                                                                                                                                                    
4384,ReceiptAndPayment.PaymentManagement.DummyEntity.ShowReview                                                                                                                                                                                                
4385,ReceiptAndPayment.ReceiptManagement.DsPosSettlement.List                                                                                                                                                                                                  
4386,ReceiptAndPayment.ReceiptManagement.DsPosSettlement.New                                                                                                                                                                                                   
4387,ReceiptAndPayment.ReceiptManagement.DsReceipt.List                                                                                                                                                                                                        
4388,ReceiptAndPayment.ReceiptManagement.DsReceipt.New                                                                                                                                                                                                         
4389,ReceiptAndPayment.ReceiptManagement.dsReceiptChequeBanking.List                                                                                                                                                                                           
4390,ReceiptAndPayment.ReceiptManagement.dsReceiptChequeBanking.New                                                                                                                                                                                            
4391,ReceiptAndPayment.ReceiptManagement.DummyEntity.GeneralSearchCheque                                                                                                                                                                                       
4392,Sales.InvoiceManagement.DsCommission.List                                                                                                                                                                                                                 
4393,Sales.InvoiceManagement.DsCommission.New                                                                                                                                                                                                                  
4394,Sales.InvoiceManagement.DsCommissionCalculation.List                                                                                                                                                                                                      
4395,Sales.InvoiceManagement.DsCommissionCalculation.New                                                                                                                                                                                                       
4396,Sales.InvoiceManagement.DsInvoice.List                                                                                                                                                                                                                    
4397,Sales.InvoiceManagement.DsInvoice.New                                                                                                                                                                                                                     
4398,Sales.InvoiceManagement.DsQuotation.List                                                                                                                                                                                                                  
4399,Sales.InvoiceManagement.DsQuotation.New                                                                                                                                                                                                                   
4400,Sales.InvoiceManagement.DsReturnedInvoice.List                                                                                                                                                                                                            
4401,Sales.InvoiceManagement.DsReturnedInvoice.New                                                                                                                                                                                                             
4402,Sales.InvoiceManagement.DummyEntity.CommissionReview                                                                                                                                                                                                      
4403,Sales.InvoiceManagement.Review                                                                                                                                                                                                                            
4404,Sales.SalePriceManagement.DsDiscount.List                                                                                                                                                                                                                 
4405,Sales.SalePriceManagement.DsDiscount.New                                                                                                                                                                                                                  
4406,Sales.SalePriceManagement.DsPriceNote.PriceNoteView                                                                                                                                                                                                       
4407,Sales.SalePriceManagement.DsProductPack.List                                                                                                                                                                                                              
4408,Sales.SalePriceManagement.DsProductPack.New                                                                                                                                                                                                               
4409,Sales.SalePriceManagement.DsSaleType.List                                                                                                                                                                                                                 
4410,Sales.SalePriceManagement.DsSaleType.New                                                                                                                                                                                                                  
4411,WorkOrder.BasicData.DsProductFormula.List                                                                                                                                                                                                                 
4412,WorkOrder.BasicData.DsProductFormula.New                                                                                                                                                                                                                  
4413,WorkOrder.WorkOrderOperations.DsProductOrder.New                                                                                                                                                                                                          
4414,WorkOrder.WorkOrderOperations.DummyEntity.ProductionForecast                                                                                                                                                                                              
