BackupID,Label,Date,Path,RestoreDate,Version,Creator,CreationDate,LastModifier,LastModificationDate,Filename,ServerName,IsOk,IsPasswordProtected,Password,IsAutomatic,IsCompressed
27,نسخه پشتيبان تاريخ 97/12/21 ساعت 10:06 ق.ظ,2019-03-12 10:06:18.873000,D:\ACC\Backup start\Backup start tolidi,,1,1,2019-03-12 10:06:18,1,2019-03-12 10:06:18,Backup_Sepidar03_Ver5.1.7_971221_1006.bak,.,True,False,,,False
28,نسخه پشتيبان تاريخ 98/01/15 ساعت 04:15 ق.ظ,2019-04-04 04:16:39.107000,D:\ACC\Backup start\Backup start tolidi,,1,1,2019-04-04 04:16:39,1,2019-04-04 04:16:39,Backup_Tolidi_Ver5.1.7_1398_0415.bak,.,True,False,,,False
29,نسخه پشتيبان تاريخ 98/01/15 ساعت 04:19 ق.ظ,2019-04-04 04:19:57.510000,D:\ACC\Backup start\Backup start tolidi,,1,1,2019-04-04 04:19:57,1,2019-04-04 04:19:57,Backup_Tolidi_Ver5.1.7_1398_0415.bak,.,True,False,,,False
30,نسخه پشتيبان تاريخ 98/02/10 ساعت 03:18 ق.ظ,2019-04-30 03:18:22.927000,D:\ACC\Backup start\Backup start tolidi,,1,1,2019-04-30 03:18:22,1,2019-04-30 03:18:22,Backup_Sepidar03_Ver5.2.1_980210_0318.bak,.,True,False,,,False
31,نسخه پشتيبان تاريخ 98/07/01 ساعت 03:43 ق.ظ,2019-09-23 03:43:21.187000,D:\ACC\Backup start\Backup start tolidi,,1,1,2019-09-23 03:43:21,1,2019-09-23 03:43:21,Backup_Sepidar03_Ver5.2.5_980701_0343.bak,.,True,False,,,False
32,نسخه پشتيبان خودكار تاريخ 98/07/01 ساعت 03:48 ق.ظ,2019-09-23 03:48:55.240000,D:\ACC\Backup start\Backup start tolidi,,1,1,2019-09-23 03:48:56,1,2019-09-23 03:48:56,AutomaticBackup_Sepidar03_Ver5.2.5_13980701_0348.bak,.,True,False,,,False
33,نسخه پشتيبان تاريخ 98/07/01 ساعت 03:49 ق.ظ,2019-09-23 03:49:03.113000,D:\ACC\Backup start\Backup start tolidi,,1,1,2019-09-23 03:49:03,1,2019-09-23 03:49:03,Backup_Sepidar03_Ver5.2.5_980701_0349.bak,.,True,False,,,False
34,نسخه پشتيبان خودكار تاريخ 06/08/1398 ساعت 12:46 ق.ظ,2019-10-28 00:46:10.353000,D:\ACC\Backup start\Backup start tolidi,,1,1,2019-10-28 00:46:10,1,2019-10-28 00:46:10,AutomaticBackup_Sepidar03_Ver5.3.1_13980806_0046.bak,.,True,False,,,False
35,نسخه پشتيبان خودكار تاريخ 06/08/1398 ساعت 01:56 ق.ظ,2019-10-28 01:56:09.587000,D:\ACC\Backup start\Backup start tolidi,,1,1,2019-10-28 01:56:09,1,2019-10-28 01:56:09,AutomaticBackup_Sepidar03_Ver5.3.1_13980806_0156.bak,.,True,False,,,False
36,نسخه پشتيبان خودكار تاريخ 06/08/1398 ساعت 02:56 ق.ظ,2019-10-28 02:56:09.633000,D:\ACC\Backup start\Backup start tolidi,,1,1,2019-10-28 02:56:09,1,2019-10-28 02:56:09,AutomaticBackup_Sepidar03_Ver5.3.1_13980806_0256.bak,.,True,False,,,False
37,نسخه پشتيبان خودكار تاريخ 06/08/1398 ساعت 03:56 ق.ظ,2019-10-28 03:56:09.727000,D:\ACC\Backup start\Backup start tolidi,,1,1,2019-10-28 03:56:09,1,2019-10-28 03:56:09,AutomaticBackup_Sepidar03_Ver5.3.1_13980806_0356.bak,.,True,False,,,False
38,نسخه پشتيبان خودكار تاريخ 06/08/1398 ساعت 04:59 ق.ظ,2019-10-28 04:59:52.557000,D:\ACC\Backup start\Backup start tolidi,,1,1,2019-10-28 04:59:52,1,2019-10-28 04:59:52,AutomaticBackup_Sepidar03_Ver5.3.1_13980806_0459.bak,.,True,False,,,False
39,نسخه پشتيبان خودكار تاريخ 06/08/1398 ساعت 06:08 ق.ظ,2019-10-28 06:08:23.837000,D:\ACC\Backup start\Backup start tolidi,,1,1,2019-10-28 06:08:23,1,2019-10-28 06:08:23,AutomaticBackup_Sepidar03_Ver5.3.1_13980806_0608.bak,.,True,False,,,False
40, النسخ الاحتياطي للتاريخ98/08/08 الساعة12:12 صباحا.,2019-10-30 00:12:57.470000,D:\ACC,,1,1,2019-10-30 00:12:57,1,2019-10-30 00:12:57,Backup_Sepidar03_Ver5.3.1_980808_0012.bak,.,True,False,,,False
41,نسخه پشتيبان خودكار تاريخ 12/08/1398 ساعت 12:47 ق.ظ,2019-11-03 00:47:31.133000,D:\ACC\Backup start\Backup start tolidi,,1,1,2019-11-03 00:47:31,1,2019-11-03 00:47:31,AutomaticBackup_Sepidar03_Ver5.3.1_13980812_0047.bak,.,True,False,,,False
42,نسخه پشتيبان خودكار تاريخ 05/10/1398 ساعت 09:41 ب.ظ,2019-12-26 21:41:40.367000,D:\ACC\Backup start\Backup start tolidi,,1,1,2019-12-26 21:41:40,1,2019-12-26 21:41:40,AutomaticBackup_Sepidar10_Ver5.3.2_13981005_2141.bak,.,True,False,,,False
43,نسخه پشتيبان تاريخ 98/10/20 ساعت 02:27 ب.ظ,2020-01-10 14:28:30.323000,D:\ACC\Backup start\Backup start tolidi,,1,1,2020-01-10 14:28:30,1,2020-01-10 14:28:30,Backup_Sepidar10_Ver5.3.2_981020_1427.bak,.,True,False,,,False
44,نسخه پشتيبان خودكار تاريخ 20/10/1398 ساعت 02:28 ب.ظ,2020-01-10 14:28:09.703000,D:\ACC\Backup start\Backup start tolidi,,1,1,2020-01-10 14:28:09,1,2020-01-10 14:28:09,AutomaticBackup_Sepidar10_Ver5.3.2_13981020_1428.bak,.,True,False,,,False
45,نسخه پشتيبان خودكار تاريخ 2020/03/15 ساعت 04:29 عـصـر,2020-03-15 16:29:48.350000,D:\ACC\Backup start\Backup start tolidi,,2,1,2020-03-15 16:29:48,1,2020-03-15 16:29:48,AutomaticBackup_Sepidar01_Ver5.3.5_13981225_1629.bak,.,False,False,,,False
46,نسخه پشتيبان خودكار تاريخ 98/12/25 ساعت 04:36 ب.ظ,2020-03-15 16:36:35.257000,D:\Sepidar Backup Esf,,1,1,2020-03-15 16:36:35,1,2020-03-15 16:36:35,AutomaticBackup_Sepidar01_Ver5.3.5_13981225_1636.bak,.,True,False,,,False
47,نسخه پشتيبان خودكار تاريخ 04/02/1399 ساعت 07:38 ق.ظ,2020-04-23 07:38:15.743000,D:\Sepidar Backup Esf,,2,1,2020-04-23 07:38:15,1,2020-04-23 07:38:15,AutomaticBackup_Sepidar04_Ver5.3.5_13990204_0738.bak,.,False,False,,,False
48,نسخه پشتيبان تاريخ 99/02/04 ساعت 07:40 ق.ظ,2020-04-23 07:40:54.793000,D:\ACC\Backup start\Backup start tolidi,,3,1,2020-04-23 07:40:36,1,2020-04-23 07:40:54,Backup_Sepidar04_Ver5.3.5_990204_0740.bak,.,False,False,,,False
49,نسخه پشتيبان تاريخ 99/03/11 ساعت 02:08 ق.ظ,2020-05-31 02:08:21.930000,D:\ACC\Backup start\Backup start tolidi,,1,1,2020-05-31 02:08:22,1,2020-05-31 02:08:22,Backup_Sepidar04_Ver5.3.7_990311_0208.bak,.,True,False,,,False
50,نسخه پشتيبان تاريخ 99/03/11 ساعت 02:10 ق.ظ,2020-05-31 02:10:35.813000,D:\ACC\Backup start\Backup start tolidi,,1,1,2020-05-31 02:10:35,1,2020-05-31 02:10:35,Backup_Tolidi_Ver5.3.7_990311_0210.bak,.,True,False,,,False
51,نسخه پشتيبان تاريخ 99/04/03 ساعت 01:51 ب.ظ,2020-06-23 13:51:27.097000,D:\ACC\Backup start\Backup start tolidi,,1,1,2020-06-23 13:51:27,1,2020-06-23 13:51:27,Backup_Sepidar04_Ver5.4.1_990403_1351.bak,.,True,False,,,False
54,نسخه پشتيبان تاريخ 99/06/31 ساعت 10:43 ق.ظ,2020-09-21 10:43:58.167000,G:\ACC\Backup start\Backup start tolidi,,1,1,2020-09-21 10:43:58,1,2020-09-21 10:43:58,Backup_Tolidi_Ver5.4.3_990631_1043.bak,.,True,False,,,False
55,نسخه پشتيبان خودكار تاريخ 26/09/1399 ساعت 03:51 ب.ظ,2020-12-16 15:51:15.653000,D:\Sepidar Backup Esf,,2,1,2020-12-16 15:51:08,1,2020-12-16 15:51:15,AutomaticBackup_Sepidar15_Ver5.4.6_13990926_1551.bak,.,False,False,,,False
56,نسخه پشتيبان تاريخ 99/09/26 ساعت 04:08 ب.ظ,2020-12-16 16:08:59.143000,G:\ACC\Backup start\Backup start tolidi,,1,1,2020-12-16 16:08:59,1,2020-12-16 16:08:59,Backup_Sepidar15_Ver5.4.6_990926_1608.bak,.,True,False,,,False
57,نسخه پشتيبان خودكار تاريخ 30/10/1399 ساعت 03:39 ب.ظ,2021-01-19 15:39:31.823000,D:\Sepidar Backup Esf,,2,1,2021-01-19 15:39:24,1,2021-01-19 15:39:31,AutomaticBackup_Sepidar15_Ver5.4.6_13991030_1539.bak,.,False,False,,,False
58,نسخه پشتيبان تاريخ 99/10/30 ساعت 04:36 ب.ظ,2021-01-19 16:36:49.120000,G:\ACC\Backup start\Backup start tolidi,,1,1,2021-01-19 16:36:49,1,2021-01-19 16:36:49,Backup_Sepidar15_Ver5.4.6_991030_1500.bak,.,True,False,,,False
59,نسخه پشتيبان خودكار تاريخ 2021/02/20 ساعت 12:55 ب.ظ,2021-02-20 12:55:36.860000,D:\Sepidar Backup Esf,,2,1,2021-02-20 12:55:32,1,2021-02-20 12:55:36,AutomaticBackup_Sepidar01_Ver5.5.1_13991202_1255.bak,.,False,False,,,False
60,نسخه پشتيبان خودكار تاريخ 99/12/02 ساعت 01:06 ب.ظ,2021-02-20 13:06:49.203000,D:\Sepidar Backup\Sepidar Backup 1,,1,1,2021-02-20 13:06:49,1,2021-02-20 13:06:49,AutomaticBackup_Sepidar01_Ver5.5.1_13991202_1306.bak,.,True,False,,,False
61,نسخه پشتيبان تاريخ 99/12/02 ساعت 01:07 ب.ظ,2021-02-20 13:07:19.270000,D:\Sepidar Backup\Sepidar Backup 1,,1,1,2021-02-20 13:07:19,1,2021-02-20 13:07:19,Backup_Sepidar01_Ver5.5.1_991202_1307.bak,.,True,False,,,False
62,نسخه پشتيبان خودكار تاريخ 17/03/1400 ساعت 04:01 ب.ظ,2021-06-07 16:01:55.603000,D:\Sepidar Backup\Sepidar Backup 1,,2,1,2021-06-07 16:01:53,1,2021-06-07 16:01:55,AutomaticBackup_Sepidar18_Ver5.5.6_14000317_1601.bak,.,False,False,,,False
63,نسخه پشتيبان تاريخ 1400/03/17 ساعت 04:48 ب.ظ,2021-06-07 16:49:23.163000,G:\ACC\Backup start\Backup start tolidi,,3,1,2021-06-07 16:48:54,1,2021-06-07 16:49:23,Backup_Sepidar18_Ver5.5.6_14000317_1648.bak,.,False,False,,,False
64,نسخه پشتيبان خودكار تاريخ 8/10/2021 ساعت 5:11 PM,2021-08-10 17:11:31.730000,D:\Sepidar Backup\Sepidar Backup 1,,2,1,2021-08-10 17:11:25,1,2021-08-10 17:11:31,AutomaticBackup_Sepidar02_Ver5.5.6_14000519_1711.bak,.,False,False,,,False
65,نسخه پشتيبان تاريخ 1400/05/19 ساعت 05:32 ب.ظ,2021-08-10 17:34:26.747000,D:\ARIA TARAZ FARDAD\sepidarbackup,,1,1,2021-08-10 17:34:26,1,2021-08-10 17:34:26,Backup_tolidi_Ver5.5.6_14000519_1732.bak,.,True,False,,,False
66,نسخه پشتيبان تاريخ 1400/05/19 ساعت 05:55 ب.ظ,2021-08-10 17:56:20.357000,D:\ARIA TARAZ FARDAD\sepidarbackup,,1,1,2021-08-10 17:56:23,1,2021-08-10 17:56:23,Backup_TOLIDI1400_Ver5.5.6_14000519_1755.bak,.,True,False,,,False
68,نسخه پشتيبان خودكار تاريخ 17/06/1400 ساعت 09:21 ق.ظ,2021-09-08 09:21:50.047000,D:\Sepidar Backup\Sepidar Backup 1,,2,1,2021-09-08 09:21:43,1,2021-09-08 09:21:50,AutomaticBackup_Sepidar04_Ver5.5.6_14000617_0921.bak,.,False,False,,,False
70,نسخه پشتيبان خودكار تاريخ 10/08/1400 ساعت 09:57 ق.ظ,2021-11-01 09:57:10.613000,D:\Sepidar Backup\Sepidar Backup 1,,2,1,2021-11-01 09:57:03,1,2021-11-01 09:57:10,AutomaticBackup_Sepidar04_Ver5.5.6_14000810_0957.bak,.,False,False,,,False
71,نسخه پشتيبان خودكار تاريخ 10/08/1400 ساعت 11:23 ق.ظ,2021-11-01 11:23:54.740000,D:\Sepidar Backup\Sepidar Backup 1,,2,1,2021-11-01 11:23:27,1,2021-11-01 11:23:54,AutomaticBackup_Sepidar04_Ver5.5.6_14000810_1123.bak,.,False,False,,,False
72,نسخه پشتيبان خودكار تاريخ 20/10/1400 ساعت 10:38 ق.ظ,2022-01-10 10:38:49.553000,D:\Sepidar Backup\Sepidar Backup 1,,2,1,2022-01-10 10:38:44,1,2022-01-10 10:38:49,AutomaticBackup_Sepidar04_Ver5.6.2_14001020_1038.bak,.,False,False,,,False
73,نسخه پشتيبان تاريخ 1400/12/18 ساعت 08:42 ب.ظ,2022-03-09 20:42:37.767000,D:\BACK START,,1,1,2022-03-09 20:42:37,1,2022-03-09 20:42:37,Backup_Sepidar04_Ver5.6.2_14001218_2042.bak,.,True,False,,,False
74,نسخه پشتيبان تاريخ 1402/01/13 ساعت 12:10 ب.ظ,2023-04-02 12:10:58.463000,E:\BACK START\tolidi,,1,1,2023-04-02 12:10:58,1,2023-04-02 12:10:58,Backup_Sepidar02_Ver5.7.4_14020113_1210.bak,.,True,False,,,False
75,نسخه پشتيبان خودكار تاريخ 13/12/1402 ساعت 09:16 ق.ظ,2024-03-03 09:16:27.760000,D:\Sepidar Backup\Sepidar Backup 1,,1,1,2024-03-03 09:16:16,1,2024-03-03 09:16:16,AutomaticBackup_Sepidar06_Ver5.9.1_14021213_0916.bak,192.168.1.104,True,False,,,False
76,نسخه پشتيبان خودكار تاريخ 13/12/1402 ساعت 10:26 ق.ظ,2024-03-03 10:26:30.060000,D:\Sepidar Backup\Sepidar Backup 1,,2,1,2024-03-03 10:26:16,1,2024-03-03 10:26:18,AutomaticBackup_Sepidar06_Ver5.9.1_14021213_1026.bak,192.168.1.104,False,False,,,False
77,نسخه پشتيبان خودكار تاريخ 13/12/1402 ساعت 11:33 ق.ظ,2024-03-03 11:33:55.737000,D:\Sepidar Backup\Sepidar Backup 1,,2,1,2024-03-03 11:33:34,1,2024-03-03 11:33:44,AutomaticBackup_Sepidar06_Ver5.9.1_14021213_1133.bak,192.168.1.104,False,False,,,False
78,نسخه پشتيبان خودكار تاريخ 13/12/1402 ساعت 12:43 ب.ظ,2024-03-03 12:43:47.813000,D:\Sepidar Backup\Sepidar Backup 1,,2,1,2024-03-03 12:43:34,1,2024-03-03 12:43:36,AutomaticBackup_Sepidar06_Ver5.9.1_14021213_1243.bak,192.168.1.104,False,False,,,False
79,نسخه پشتيبان خودكار تاريخ 13/12/1402 ساعت 01:43 ب.ظ,2024-03-03 13:43:47.847000,D:\Sepidar Backup\Sepidar Backup 1,,2,1,2024-03-03 13:43:34,1,2024-03-03 13:43:36,AutomaticBackup_Sepidar06_Ver5.9.1_14021213_1343.bak,192.168.1.104,False,False,,,False
80,نسخه پشتيبان تاريخ 1402/12/13 ساعت 01:57 ب.ظ,2024-03-03 13:57:27.947000,E:\BACK START\tolidi,,1,1,2024-03-03 13:57:16,1,2024-03-03 13:57:16,Backup_Sepidar06_Ver5.9.1_14021213_1357.bak,192.168.1.104,True,False,,,False
81,نسخه پشتيبان خودكار تاريخ 14/12/1402 ساعت 09:37 ق.ظ,2024-03-04 09:37:47.077000,D:\Sepidar Backup\Sepidar Backup 1,,2,1,2024-03-04 09:37:24,1,2024-03-04 09:37:34,AutomaticBackup_Sepidar06_Ver5.9.1_14021214_0937.bak,192.168.1.104,False,False,,,False
82,نسخه پشتيبان تاريخ 1402/12/14 ساعت 10:13 ق.ظ,2024-03-04 10:18:23.160000,E:\BACK START\tolidi 1403,,1,1,2024-03-04 10:18:10,1,2024-03-04 10:18:10,Backup_Sepidar06_Ver5.9.1_14021214_1013.bak,192.168.1.104,True,False,,,False
83,نسخه پشتيبان تاريخ 1402/12/14 ساعت 10:18 ق.ظ,2024-03-04 10:18:48.517000,E:\BACK START\tolidi 1403,,1,1,2024-03-04 10:18:37,1,2024-03-04 10:18:37,Backup_Sepidar06_Ver5.9.1_14021214_1018.bak,192.168.1.104,True,False,,,False
84,نسخه پشتيبان تاريخ 1402/12/14 ساعت 10:22 ق.ظ,2024-03-04 10:22:33.240000,E:\BACK START\peymankari 1403,,1,1,2024-03-04 10:22:20,1,2024-03-04 10:22:20,Backup_Sepidar06_Ver5.9.1_14021214_1022.bak,192.168.1.104,True,False,,,False
85,نسخه پشتيبان تاريخ 1402/12/14 ساعت 10:22 ق.ظ,2024-03-04 10:22:48.493000,E:\BACK START\peymankari 1403,,1,1,2024-03-04 10:22:37,1,2024-03-04 10:22:37,Backup_Sepidar06_Ver5.9.1_14021214_1022.bak,192.168.1.104,True,False,,,False
86,نسخه پشتيبان تاريخ 1402/12/14 ساعت 10:25 ق.ظ,2024-03-04 10:26:00.633000,E:\BACK START\bazargani 1403,,1,1,2024-03-04 10:25:49,1,2024-03-04 10:25:49,Backup_Sepidar06_Ver5.9.1_14021214_1025.bak,192.168.1.104,True,False,,,False
87,نسخه پشتيبان تاريخ 1402/12/14 ساعت 10:26 ق.ظ,2024-03-04 10:26:27.807000,E:\BACK START\bazargani 1403,,1,1,2024-03-04 10:26:14,1,2024-03-04 10:26:14,Backup_Sepidar06_Ver5.9.1_14021214_1026.bak,192.168.1.104,True,False,,,False
88,نسخه پشتيبان خودكار تاريخ 6/19/2024 ساعت 10:58 AM,2024-06-19 10:58:46.527000,D:\Sepidar Backup\Sepidar Backup 1,,2,1,2024-06-19 10:58:38,1,2024-06-19 10:58:46,AutomaticBackup_Sepidar09_Ver5.9.7_14030330_1058.bak,.,False,False,,,False
89,نسخه پشتيبان خودكار تاريخ 6/19/2024 ساعت 12:08 PM,2024-06-19 12:08:40.377000,D:\Sepidar Backup\Sepidar Backup 1,,2,1,2024-06-19 12:08:38,1,2024-06-19 12:08:40,AutomaticBackup_Sepidar09_Ver5.9.7_14030330_1208.bak,.,False,False,,,False
90,نسخه پشتيبان خودكار تاريخ 6/19/2024 ساعت 1:08 PM,2024-06-19 13:08:49.223000,D:\Sepidar Backup\Sepidar Backup 1,,2,1,2024-06-19 13:08:38,1,2024-06-19 13:08:49,AutomaticBackup_Sepidar09_Ver5.9.7_14030330_1308.bak,.,False,False,,,False
91,نسخه پشتيبان خودكار تاريخ 6/19/2024 ساعت 2:18 PM,2024-06-19 14:18:38.140000,D:\Sepidar Backup\Sepidar Backup 1,,1,1,2024-06-19 14:18:38,1,2024-06-19 14:18:38,AutomaticBackup_Sepidar09_Ver5.9.7_14030330_1418.bak,.,True,False,,,False
92,نسخه پشتيبان خودكار تاريخ 6/19/2024 ساعت 3:18 PM,2024-06-19 15:18:38.170000,D:\Sepidar Backup\Sepidar Backup 1,,1,1,2024-06-19 15:18:38,1,2024-06-19 15:18:38,AutomaticBackup_Sepidar09_Ver5.9.7_14030330_1518.bak,.,True,False,,,False
93,نسخه پشتيبان تاريخ 1403/03/30 ساعت 03:59 ب.ظ,2024-06-19 16:00:02.117000,D:\11,,1,1,2024-06-19 16:00:02,1,2024-06-19 16:00:02,Backup_Sepidar09_Ver5.9.7_14030330_1559.bak,.,True,False,,,False
94,نسخه پشتيبان تاريخ 1403/04/02 ساعت 10:45 ق.ظ,2024-06-22 10:45:17.727000,D:\11,,1,1,2024-06-22 10:45:17,1,2024-06-22 10:45:17,Backup_Sepidar09_Ver5.9.7_14030402_1045.bak,.,True,False,,,False
96,نسخه پشتيبان تاريخ 1403/04/04 ساعت 03:05 ب.ظ,2024-06-24 15:08:13.670000,D:\BACK UP ARIA TARAZ,,2,1,2024-06-24 15:05:58,1,2024-06-24 15:08:13,Backup_Sepidar09_Ver5.9.7_14030404_1505.bak,.,True,False,,,False
97,نسخه پشتيبان تاريخ 1403/06/08 ساعت 11:01 ق.ظ,2024-08-29 11:01:45.753000,D:\BACK UP ARIA TARAZ,,1,1,2024-08-29 11:01:45,1,2024-08-29 11:01:45,Backup_Sepidar08_Ver5.9.9_14030608_1101.bak,.,True,False,,,False
